Branch ID,Name,Section ID,System ID,From,To,True Area (Ft2),Length (Ft),PCI,Sample Number,Distress Description,Quantity,Quantity Units,Severity
EBROOKSTON,E BROOKSTONE CT,2411,rcl110,BROOKSTONE CT DEAD END,BROOKSTONE CT & DANIEL ST,5318.0,221.6038901,83,3002,LONGITUDINAL/TRANSVERSE CRACKING,65.0,Ft,L
EBROWNINGC,E BROWNING CT,3187,r3982,BROWNING CT DEAD END,ALLENDALE DR & BROWNING CT & BROWNING LN,9336.0,333.4287845,30,3990,ALLIGATOR CRACKING,350.0,SqFt,H
EBROWNINGC,E BROWNING CT,3187,r3982,BROWNING CT DEAD END,ALLENDALE DR & BROWNING CT & BROWNING LN,9336.0,333.4287845,30,3990,WEATHERING,2548.0,SqFt,M
EBROWNINGC,E BROWNING CT,3187,r3982,BROWNING CT DEAD END,ALLENDALE DR & BROWNING CT & BROWNING LN,9336.0,333.4287845,30,3990,BLOCK CRACKING,450.0,SqFt,L
EBROWNINGL,E BROWNING LN,142,s395,BROWNING LN & BROWNING PL,BROWNING LN DEAD END,11139.0,397.828452,64,184,LONGITUDINAL/TRANSVERSE CRACKING,110.0,Ft,L
EBROWNINGL,E BROWNING LN,142,s395,BROWNING LN & BROWNING PL,BROWNING LN DEAD END,11139.0,397.828452,64,184,ALLIGATOR CRACKING,75.0,SqFt,M
EBROWNINGL,E BROWNING LN,142,s395,BROWNING LN & BROWNING PL,BROWNING LN DEAD END,11139.0,397.828452,64,184,WEATHERING,2548.0,SqFt,M
EBROWNINGL,E BROWNING LN,3186,s394,ALLENDALE DR & BROWNING CT & BROWNING LN,BROWNING LN & BROWNING PL,16966.0,605.9419483,42,3988,ALLIGATOR CRACKING,75.0,SqFt,H
EBROWNINGL,E BROWNING LN,3186,s394,ALLENDALE DR & BROWNING CT & BROWNING LN,BROWNING LN & BROWNING PL,16966.0,605.9419483,42,3988,WEATHERING,2548.0,SqFt,H
EBROWNINGL,E BROWNING LN,3186,s394,ALLENDALE DR & BROWNING CT & BROWNING LN,BROWNING LN & BROWNING PL,16966.0,605.9419483,42,3988,LONGITUDINAL/TRANSVERSE CRACKING,50.0,Ft,L
EBROWNINGL,E BROWNING LN,3186,s394,ALLENDALE DR & BROWNING CT & BROWNING LN,BROWNING LN & BROWNING PL,16966.0,605.9419483,42,3989,WEATHERING,2548.0,SqFt,M
EBROWNINGL,E BROWNING LN,3186,s394,ALLENDALE DR & BROWNING CT & BROWNING LN,BROWNING LN & BROWNING PL,16966.0,605.9419483,42,3989,ALLIGATOR CRACKING,125.0,SqFt,H
EBROWNINGL,E BROWNING LN,3186,s394,ALLENDALE DR & BROWNING CT & BROWNING LN,BROWNING LN & BROWNING PL,16966.0,605.9419483,42,3989,LONGITUDINAL/TRANSVERSE CRACKING,50.0,Ft,L
EBROWNRIDG,E BROWNRIDGE RD,1026,u4411,BROWNRIDGE RD & FIELDCREST AVE,BROWNRIDGE RD & CHRISTOPHER DR,16686.0,595.9271023,66,1277,WEATHERING,2548.0,SqFt,M
EBROWNRIDG,E BROWNRIDGE RD,1026,u4411,BROWNRIDGE RD & FIELDCREST AVE,BROWNRIDGE RD & CHRISTOPHER DR,16686.0,595.9271023,66,1277,LONGITUDINAL/TRANSVERSE CRACKING,90.0,Ft,M
EBROWNRIDG,E BROWNRIDGE RD,1026,u4411,BROWNRIDGE RD & FIELDCREST AVE,BROWNRIDGE RD & CHRISTOPHER DR,16686.0,595.9271023,66,1278,ALLIGATOR CRACKING,50.0,SqFt,L
EBROWNRIDG,E BROWNRIDGE RD,1026,u4411,BROWNRIDGE RD & FIELDCREST AVE,BROWNRIDGE RD & CHRISTOPHER DR,16686.0,595.9271023,66,1278,LONGITUDINAL/TRANSVERSE CRACKING,140.0,Ft,L
EBROWNRIDG,E BROWNRIDGE RD,1026,u4411,BROWNRIDGE RD & FIELDCREST AVE,BROWNRIDGE RD & CHRISTOPHER DR,16686.0,595.9271023,66,1278,WEATHERING,2548.0,SqFt,M
EBROWNRIDG,E BROWNRIDGE RD,1026,u4411,BROWNRIDGE RD & FIELDCREST AVE,BROWNRIDGE RD & CHRISTOPHER DR,16686.0,595.9271023,66,1278,ALLIGATOR CRACKING,80.0,SqFt,M
EBROWNRIDG,E BROWNRIDGE RD,1027,u4410,BROWNRIDGE RD & RAVENCREST AVE,BROWNRIDGE RD & FIELDCREST AVE,8415.0,420.7259366,83,1279,WEATHERING,1960.0,SqFt,M
EBROWNRIDG,E BROWNRIDGE RD,1027,u4410,BROWNRIDGE RD & RAVENCREST AVE,BROWNRIDGE RD & FIELDCREST AVE,8415.0,420.7259366,83,1279,LONGITUDINAL/TRANSVERSE CRACKING,70.0,Ft,L
EBROWNRIDG,E BROWNRIDGE RD,1028,u449,BROWNRIDGE RD & RAVENCREST AVE,BROWNRIDGE RD & MEADOWBROOK DR,11144.0,484.542284,55,1280,ALLIGATOR CRACKING,55.0,SqFt,M
EBROWNRIDG,E BROWNRIDGE RD,1028,u449,BROWNRIDGE RD & RAVENCREST AVE,BROWNRIDGE RD & MEADOWBROOK DR,11144.0,484.542284,55,1280,WEATHERING,2548.0,SqFt,M
EBROWNRIDG,E BROWNRIDGE RD,1028,u449,BROWNRIDGE RD & RAVENCREST AVE,BROWNRIDGE RD & MEADOWBROOK DR,11144.0,484.542284,55,1280,LONGITUDINAL/TRANSVERSE CRACKING,80.0,Ft,L
EBROWNRIDG,E BROWNRIDGE RD,1028,u449,BROWNRIDGE RD & RAVENCREST AVE,BROWNRIDGE RD & MEADOWBROOK DR,11144.0,484.542284,55,1280,RUTTING,98.0,SqFt,L
EBROWNRIDG,E BROWNRIDGE RD,1028,u449,BROWNRIDGE RD & RAVENCREST AVE,BROWNRIDGE RD & MEADOWBROOK DR,11144.0,484.542284,55,1281,WEATHERING,1960.0,SqFt,M
EBROWNRIDG,E BROWNRIDGE RD,1028,u449,BROWNRIDGE RD & RAVENCREST AVE,BROWNRIDGE RD & MEADOWBROOK DR,11144.0,484.542284,55,1281,ALLIGATOR CRACKING,100.0,SqFt,M
EBROWNRIDG,E BROWNRIDGE RD,1028,u449,BROWNRIDGE RD & RAVENCREST AVE,BROWNRIDGE RD & MEADOWBROOK DR,11144.0,484.542284,55,1281,LONGITUDINAL/TRANSVERSE CRACKING,60.0,Ft,L
EBROWNRIDG,E BROWNRIDGE RD,1028,u449,BROWNRIDGE RD & RAVENCREST AVE,BROWNRIDGE RD & MEADOWBROOK DR,11144.0,484.542284,55,1281,RUTTING,98.0,SqFt,L
EBROWNRIDG,E BROWNRIDGE RD,1044,v4411,BROWNRIDGE RD & CHRISTOPHER DR,BROWNRIDGE RD & SMITH RD & STONEGATE DR,8404.0,420.2157379,69,1306,WEATHERING,1930.0,SqFt,L
EBROWNRIDG,E BROWNRIDGE RD,1044,v4411,BROWNRIDGE RD & CHRISTOPHER DR,BROWNRIDGE RD & SMITH RD & STONEGATE DR,8404.0,420.2157379,69,1306,PATCH/UTILITY CUT,30.0,SqFt,L
EBROWNRIDG,E BROWNRIDGE RD,1044,v4411,BROWNRIDGE RD & CHRISTOPHER DR,BROWNRIDGE RD & SMITH RD & STONEGATE DR,8404.0,420.2157379,69,1306,LONGITUDINAL/TRANSVERSE CRACKING,70.0,Ft,L
EBROWNRIDG,E BROWNRIDGE RD,1044,v4411,BROWNRIDGE RD & CHRISTOPHER DR,BROWNRIDGE RD & SMITH RD & STONEGATE DR,8404.0,420.2157379,69,1306,LONGITUDINAL/TRANSVERSE CRACKING,100.0,Ft,M
EBROWNRIDG,E BROWNRIDGE RD,1044,v4411,BROWNRIDGE RD & CHRISTOPHER DR,BROWNRIDGE RD & SMITH RD & STONEGATE DR,8404.0,420.2157379,69,1306,ALLIGATOR CRACKING,25.0,SqFt,L
EBROWNRIDG,E BROWNRIDGE RD,959,u4413,BROWNRIDGE RD & PLEASANT RIDGE RD,BROWNRIDGE RD & MEADOWBROOK DR,7607.0,422.5857673,15,1197,WEATHERING,1764.0,SqFt,M
EBROWNRIDG,E BROWNRIDGE RD,959,u4413,BROWNRIDGE RD & PLEASANT RIDGE RD,BROWNRIDGE RD & MEADOWBROOK DR,7607.0,422.5857673,15,1197,EDGE CRACKING,90.0,Ft,L
EBROWNRIDG,E BROWNRIDGE RD,959,u4413,BROWNRIDGE RD & PLEASANT RIDGE RD,BROWNRIDGE RD & MEADOWBROOK DR,7607.0,422.5857673,15,1197,ALLIGATOR CRACKING,150.0,SqFt,L
EBROWNRIDG,E BROWNRIDGE RD,959,u4413,BROWNRIDGE RD & PLEASANT RIDGE RD,BROWNRIDGE RD & MEADOWBROOK DR,7607.0,422.5857673,15,1197,LONGITUDINAL/TRANSVERSE CRACKING,60.0,Ft,L
EBROWNRIDG,E BROWNRIDGE RD,959,u4413,BROWNRIDGE RD & PLEASANT RIDGE RD,BROWNRIDGE RD & MEADOWBROOK DR,7607.0,422.5857673,15,1197,ALLIGATOR CRACKING,850.0,SqFt,H
EBUCKINGHA,E BUCKINGHAM DR,163,r393,BUCKINGHAM DR & PICCADILLY ST,BUCKINGHAM DR & EDEN DR,8503.0,303.6847018,73,205,WEATHERING,2548.0,SqFt,M
EBUCKINGHA,E BUCKINGHAM DR,163,r393,BUCKINGHAM DR & PICCADILLY ST,BUCKINGHAM DR & EDEN DR,8503.0,303.6847018,73,205,ALLIGATOR CRACKING,50.0,SqFt,L
EBUCKINGHA,E BUCKINGHAM DR,163,r393,BUCKINGHAM DR & PICCADILLY ST,BUCKINGHAM DR & EDEN DR,8503.0,303.6847018,73,205,LONGITUDINAL/TRANSVERSE CRACKING,150.0,Ft,L
EBUCKINGHA,E BUCKINGHAM DR,164,r392,BUCKINGHAM DR & PICCADILLY ST,BUCKINGHAM DR & PICCADILLY ST,4554.0,162.648633,78,206,WEATHERING,2548.0,SqFt,M
EBUCKINGHA,E BUCKINGHAM DR,164,r392,BUCKINGHAM DR & PICCADILLY ST,BUCKINGHAM DR & PICCADILLY ST,4554.0,162.648633,78,206,LONGITUDINAL/TRANSVERSE CRACKING,60.0,Ft,L
EBUCKINGHA,E BUCKINGHAM DR,164,r392,BUCKINGHAM DR & PICCADILLY ST,BUCKINGHAM DR & PICCADILLY ST,4554.0,162.648633,78,206,ALLIGATOR CRACKING,30.0,SqFt,L
EBUCKINGHA,E BUCKINGHAM DR,171,r394,BUCKINGHAM DR & EDEN DR,BUCKINGHAM DR & WESTMINSTER WAY,7533.0,269.0511305,44,215,ALLIGATOR CRACKING,125.0,SqFt,H
EBUCKINGHA,E BUCKINGHAM DR,171,r394,BUCKINGHAM DR & EDEN DR,BUCKINGHAM DR & WESTMINSTER WAY,7533.0,269.0511305,44,215,WEATHERING,2548.0,SqFt,M
EBUCKINGHA,E BUCKINGHAM DR,171,r394,BUCKINGHAM DR & EDEN DR,BUCKINGHAM DR & WESTMINSTER WAY,7533.0,269.0511305,44,215,LONGITUDINAL/TRANSVERSE CRACKING,90.0,Ft,L
EBUICKCADI,E BUICK CADILLAC BLVD,924,t4442,AUTO MALL RD & BUICK CADILLAC BLVD,BUICK CADILLAC BLVD & CLARIZZ BLVD,59424.0,1650.680226,62,1141,BLOCK CRACKING,2500.0,SqFt,L
EBUICKCADI,E BUICK CADILLAC BLVD,924,t4442,AUTO MALL RD & BUICK CADILLAC BLVD,BUICK CADILLAC BLVD & CLARIZZ BLVD,59424.0,1650.680226,62,1141,PATCH/UTILITY CUT,5.0,SqFt,L
EBUICKCADI,E BUICK CADILLAC BLVD,924,t4442,AUTO MALL RD & BUICK CADILLAC BLVD,BUICK CADILLAC BLVD & CLARIZZ BLVD,59424.0,1650.680226,62,1141,WEATHERING,2543.0,SqFt,M
EBUICKCADI,E BUICK CADILLAC BLVD,924,t4442,AUTO MALL RD & BUICK CADILLAC BLVD,BUICK CADILLAC BLVD & CLARIZZ BLVD,59424.0,1650.680226,62,1141,RUTTING,98.0,SqFt,L
EBUICKCADI,E BUICK CADILLAC BLVD,924,t4442,AUTO MALL RD & BUICK CADILLAC BLVD,BUICK CADILLAC BLVD & CLARIZZ BLVD,59424.0,1650.680226,62,1142,LONGITUDINAL/TRANSVERSE CRACKING,70.0,Ft,L
EBUICKCADI,E BUICK CADILLAC BLVD,924,t4442,AUTO MALL RD & BUICK CADILLAC BLVD,BUICK CADILLAC BLVD & CLARIZZ BLVD,59424.0,1650.680226,62,1142,RUTTING,98.0,SqFt,L
EBUICKCADI,E BUICK CADILLAC BLVD,924,t4442,AUTO MALL RD & BUICK CADILLAC BLVD,BUICK CADILLAC BLVD & CLARIZZ BLVD,59424.0,1650.680226,62,1142,ALLIGATOR CRACKING,50.0,SqFt,L
EBUICKCADI,E BUICK CADILLAC BLVD,924,t4442,AUTO MALL RD & BUICK CADILLAC BLVD,BUICK CADILLAC BLVD & CLARIZZ BLVD,59424.0,1650.680226,62,1142,WEATHERING,2548.0,SqFt,M
EBUICKCADI,E BUICK CADILLAC BLVD,924,t4442,AUTO MALL RD & BUICK CADILLAC BLVD,BUICK CADILLAC BLVD & CLARIZZ BLVD,59424.0,1650.680226,62,1143,LONGITUDINAL/TRANSVERSE CRACKING,80.0,Ft,L
EBUICKCADI,E BUICK CADILLAC BLVD,924,t4442,AUTO MALL RD & BUICK CADILLAC BLVD,BUICK CADILLAC BLVD & CLARIZZ BLVD,59424.0,1650.680226,62,1143,PATCH/UTILITY CUT,5.0,SqFt,L
EBUICKCADI,E BUICK CADILLAC BLVD,924,t4442,AUTO MALL RD & BUICK CADILLAC BLVD,BUICK CADILLAC BLVD & CLARIZZ BLVD,59424.0,1650.680226,62,1143,RUTTING,98.0,SqFt,L
EBUICKCADI,E BUICK CADILLAC BLVD,924,t4442,AUTO MALL RD & BUICK CADILLAC BLVD,BUICK CADILLAC BLVD & CLARIZZ BLVD,59424.0,1650.680226,62,1143,WEATHERING,2543.0,SqFt,M
EBUICKCADI,E BUICK CADILLAC BLVD,924,t4442,AUTO MALL RD & BUICK CADILLAC BLVD,BUICK CADILLAC BLVD & CLARIZZ BLVD,59424.0,1650.680226,62,1144,PATCH/UTILITY CUT,45.0,SqFt,L
EBUICKCADI,E BUICK CADILLAC BLVD,924,t4442,AUTO MALL RD & BUICK CADILLAC BLVD,BUICK CADILLAC BLVD & CLARIZZ BLVD,59424.0,1650.680226,62,1144,ALLIGATOR CRACKING,60.0,SqFt,L
EBUICKCADI,E BUICK CADILLAC BLVD,924,t4442,AUTO MALL RD & BUICK CADILLAC BLVD,BUICK CADILLAC BLVD & CLARIZZ BLVD,59424.0,1650.680226,62,1144,RUTTING,98.0,SqFt,L
EBUICKCADI,E BUICK CADILLAC BLVD,924,t4442,AUTO MALL RD & BUICK CADILLAC BLVD,BUICK CADILLAC BLVD & CLARIZZ BLVD,59424.0,1650.680226,62,1144,ALLIGATOR CRACKING,50.0,SqFt,M
EBUICKCADI,E BUICK CADILLAC BLVD,924,t4442,AUTO MALL RD & BUICK CADILLAC BLVD,BUICK CADILLAC BLVD & CLARIZZ BLVD,59424.0,1650.680226,62,1144,LONGITUDINAL/TRANSVERSE CRACKING,80.0,Ft,L
EBUICKCADI,E BUICK CADILLAC BLVD,924,t4442,AUTO MALL RD & BUICK CADILLAC BLVD,BUICK CADILLAC BLVD & CLARIZZ BLVD,59424.0,1650.680226,62,1144,ALLIGATOR CRACKING,30.0,SqFt,H
EBUICKCADI,E BUICK CADILLAC BLVD,924,t4442,AUTO MALL RD & BUICK CADILLAC BLVD,BUICK CADILLAC BLVD & CLARIZZ BLVD,59424.0,1650.680226,62,1144,WEATHERING,2503.0,SqFt,M
EBUICKCADI,E BUICK CADILLAC BLVD,924,t4442,AUTO MALL RD & BUICK CADILLAC BLVD,BUICK CADILLAC BLVD & CLARIZZ BLVD,59424.0,1650.680226,62,1145,WEATHERING,2548.0,SqFt,M
EBUICKCADI,E BUICK CADILLAC BLVD,924,t4442,AUTO MALL RD & BUICK CADILLAC BLVD,BUICK CADILLAC BLVD & CLARIZZ BLVD,59424.0,1650.680226,62,1145,RUTTING,98.0,SqFt,L
EBUICKCADI,E BUICK CADILLAC BLVD,924,t4442,AUTO MALL RD & BUICK CADILLAC BLVD,BUICK CADILLAC BLVD & CLARIZZ BLVD,59424.0,1650.680226,62,1145,ALLIGATOR CRACKING,50.0,SqFt,L
EBUICKCADI,E BUICK CADILLAC BLVD,924,t4442,AUTO MALL RD & BUICK CADILLAC BLVD,BUICK CADILLAC BLVD & CLARIZZ BLVD,59424.0,1650.680226,62,1145,LONGITUDINAL/TRANSVERSE CRACKING,50.0,Ft,L
EBUICKCADI,E BUICK CADILLAC BLVD,925,t4439,BUICK CADILLAC BLVD & COLLEGE MALL RD,AUTO MALL RD & BUICK CADILLAC BLVD,18287.0,494.2427587,53,1146,RUTTING,98.0,SqFt,L
EBUICKCADI,E BUICK CADILLAC BLVD,925,t4439,BUICK CADILLAC BLVD & COLLEGE MALL RD,AUTO MALL RD & BUICK CADILLAC BLVD,18287.0,494.2427587,53,1146,WEATHERING,2548.0,SqFt,L
EBUICKCADI,E BUICK CADILLAC BLVD,925,t4439,BUICK CADILLAC BLVD & COLLEGE MALL RD,AUTO MALL RD & BUICK CADILLAC BLVD,18287.0,494.2427587,53,1146,ALLIGATOR CRACKING,290.0,SqFt,M
EBUICKCADI,E BUICK CADILLAC BLVD,925,t4439,BUICK CADILLAC BLVD & COLLEGE MALL RD,AUTO MALL RD & BUICK CADILLAC BLVD,18287.0,494.2427587,53,1146,LONGITUDINAL/TRANSVERSE CRACKING,75.0,Ft,L
EBUICKCADI,E BUICK CADILLAC BLVD,925,t4439,BUICK CADILLAC BLVD & COLLEGE MALL RD,AUTO MALL RD & BUICK CADILLAC BLVD,18287.0,494.2427587,53,1147,LONGITUDINAL/TRANSVERSE CRACKING,60.0,Ft,L
EBUICKCADI,E BUICK CADILLAC BLVD,925,t4439,BUICK CADILLAC BLVD & COLLEGE MALL RD,AUTO MALL RD & BUICK CADILLAC BLVD,18287.0,494.2427587,53,1147,ALLIGATOR CRACKING,55.0,SqFt,L
EBUICKCADI,E BUICK CADILLAC BLVD,925,t4439,BUICK CADILLAC BLVD & COLLEGE MALL RD,AUTO MALL RD & BUICK CADILLAC BLVD,18287.0,494.2427587,53,1147,RUTTING,98.0,SqFt,L
EBUICKCADI,E BUICK CADILLAC BLVD,925,t4439,BUICK CADILLAC BLVD & COLLEGE MALL RD,AUTO MALL RD & BUICK CADILLAC BLVD,18287.0,494.2427587,53,1147,WEATHERING,2148.0,SqFt,M
EBUICKCADI,E BUICK CADILLAC BLVD,925,t4439,BUICK CADILLAC BLVD & COLLEGE MALL RD,AUTO MALL RD & BUICK CADILLAC BLVD,18287.0,494.2427587,53,1147,PATCH/UTILITY CUT,400.0,SqFt,L
EBURKSDR,E BURKS DR,2384,rcl184,BURKS DR & ODELL DR & WALNUT SPRINGS DR,BURKS DR & KENNEDY DR,8792.0,338.1435308,77,2972,LONGITUDINAL/TRANSVERSE CRACKING,50.0,Ft,L
EBURKSDR,E BURKS DR,2384,rcl184,BURKS DR & ODELL DR & WALNUT SPRINGS DR,BURKS DR & KENNEDY DR,8792.0,338.1435308,77,2972,WEATHERING,2548.0,SqFt,L
EBURKSDR,E BURKS DR,2384,rcl184,BURKS DR & ODELL DR & WALNUT SPRINGS DR,BURKS DR & KENNEDY DR,8792.0,338.1435308,77,2972,ALLIGATOR CRACKING,70.0,SqFt,L
EBURKSDR,E BURKS DR,2387,rcl309,BURKS DR & WALNUT ST,BURKS DR & ODELL DR & WALNUT SPRINGS DR,21214.0,757.6272407,72,2973,LONGITUDINAL/TRANSVERSE CRACKING,90.0,Ft,L
EBURKSDR,E BURKS DR,2387,rcl309,BURKS DR & WALNUT ST,BURKS DR & ODELL DR & WALNUT SPRINGS DR,21214.0,757.6272407,72,2973,ALLIGATOR CRACKING,100.0,SqFt,L
EBURKSDR,E BURKS DR,2387,rcl309,BURKS DR & WALNUT ST,BURKS DR & ODELL DR & WALNUT SPRINGS DR,21214.0,757.6272407,72,2973,ALLIGATOR CRACKING,100.0,SqFt,M
EBURKSDR,E BURKS DR,2387,rcl309,BURKS DR & WALNUT ST,BURKS DR & ODELL DR & WALNUT SPRINGS DR,21214.0,757.6272407,72,2973,EDGE CRACKING,70.0,Ft,L
EBURKSDR,E BURKS DR,2387,rcl309,BURKS DR & WALNUT ST,BURKS DR & ODELL DR & WALNUT SPRINGS DR,21214.0,757.6272407,72,2973,WEATHERING,2548.0,SqFt,L
EBURKSDR,E BURKS DR,2387,rcl309,BURKS DR & WALNUT ST,BURKS DR & ODELL DR & WALNUT SPRINGS DR,21214.0,757.6272407,72,2974,EDGE CRACKING,50.0,Ft,L
EBURKSDR,E BURKS DR,2387,rcl309,BURKS DR & WALNUT ST,BURKS DR & ODELL DR & WALNUT SPRINGS DR,21214.0,757.6272407,72,2974,WEATHERING,2548.0,SqFt,L
EBURKSDR,E BURKS DR,2387,rcl309,BURKS DR & WALNUT ST,BURKS DR & ODELL DR & WALNUT SPRINGS DR,21214.0,757.6272407,72,2974,LONGITUDINAL/TRANSVERSE CRACKING,55.0,Ft,L
EBURKSDR,E BURKS DR,2393,rcl136,BURKS CT & BURKS DR,BURKS DR & WALNUT STREET PIKE,4943.0,190.1000353,82,2981,LONGITUDINAL/TRANSVERSE CRACKING,70.0,Ft,L
EBURKSDR,E BURKS DR,2393,rcl136,BURKS CT & BURKS DR,BURKS DR & WALNUT STREET PIKE,4943.0,190.1000353,82,2981,ALLIGATOR CRACKING,35.0,SqFt,L
EBURKSDR,E BURKS DR,2393,rcl136,BURKS CT & BURKS DR,BURKS DR & WALNUT STREET PIKE,4943.0,190.1000353,82,2981,WEATHERING,2548.0,SqFt,L
EBURKSDR,E BURKS DR,2394,rcl139,BURKS DR & KENNEDY DR,BURKS CT & BURKS DR,4879.0,203.2730318,40,2982,ALLIGATOR CRACKING,150.0,SqFt,H
EBURKSDR,E BURKS DR,2394,rcl139,BURKS DR & KENNEDY DR,BURKS CT & BURKS DR,4879.0,203.2730318,40,2982,LONGITUDINAL/TRANSVERSE CRACKING,80.0,Ft,L
EBURKSDR,E BURKS DR,2394,rcl139,BURKS DR & KENNEDY DR,BURKS CT & BURKS DR,4879.0,203.2730318,40,2982,WEATHERING,2352.0,SqFt,M
EBUTTONWOO,E BUTTONWOOD LN,293,t4048,BUTTONWOOD LN & COTTONWOOD CIR,BUTTONWOOD LN & SARE RD,12539.0,482.2833181,72,372,LONGITUDINAL/TRANSVERSE CRACKING,120.0,Ft,L
EBUTTONWOO,E BUTTONWOOD LN,293,t4048,BUTTONWOOD LN & COTTONWOOD CIR,BUTTONWOOD LN & SARE RD,12539.0,482.2833181,72,372,WEATHERING,2548.0,SqFt,H
EBUTTONWOO,E BUTTONWOOD LN,293,t4048,BUTTONWOOD LN & COTTONWOOD CIR,BUTTONWOOD LN & SARE RD,12539.0,482.2833181,72,373,LONGITUDINAL/TRANSVERSE CRACKING,50.0,Ft,L
EBUTTONWOO,E BUTTONWOOD LN,293,t4048,BUTTONWOOD LN & COTTONWOOD CIR,BUTTONWOOD LN & SARE RD,12539.0,482.2833181,72,373,WEATHERING,2548.0,SqFt,M
ECADBURYCT,E CADBURY CT,2850,rcl327,BRIGHTON CRST & CADBURY CT,CADBURY CT DEAD END,5809.0,223.4320115,47,3563,ALLIGATOR CRACKING,100.0,SqFt,H
ECADBURYCT,E CADBURY CT,2850,rcl327,BRIGHTON CRST & CADBURY CT,CADBURY CT DEAD END,5809.0,223.4320115,47,3563,WEATHERING,2548.0,SqFt,M
ECADBURYCT,E CADBURY CT,2850,rcl327,BRIGHTON CRST & CADBURY CT,CADBURY CT DEAD END,5809.0,223.4320115,47,3563,LONGITUDINAL/TRANSVERSE CRACKING,40.0,Ft,L
ECALLERYCT,E CALLERY CT,2340,rcl128,CALLERY CT DEAD END,CALLERY CT & CALLERY DR,9343.0,424.6692595,30,2912,ALLIGATOR CRACKING,75.0,SqFt,L
ECALLERYCT,E CALLERY CT,2340,rcl128,CALLERY CT DEAD END,CALLERY CT & CALLERY DR,9343.0,424.6692595,30,2912,ALLIGATOR CRACKING,125.0,SqFt,H
ECALLERYCT,E CALLERY CT,2340,rcl128,CALLERY CT DEAD END,CALLERY CT & CALLERY DR,9343.0,424.6692595,30,2912,WEATHERING,2156.0,SqFt,H
ECAMBRIDGE,E CAMBRIDGE CT,1424,v4616,CAMBRIDGE CT & PARK RIDGE RD,CAMBRIDGE CT DEAD END,22183.0,739.4249784,32,1742,ALLIGATOR CRACKING,175.0,SqFt,M
ECAMBRIDGE,E CAMBRIDGE CT,1424,v4616,CAMBRIDGE CT & PARK RIDGE RD,CAMBRIDGE CT DEAD END,22183.0,739.4249784,32,1742,WEATHERING,2508.0,SqFt,M
ECAMBRIDGE,E CAMBRIDGE CT,1424,v4616,CAMBRIDGE CT & PARK RIDGE RD,CAMBRIDGE CT DEAD END,22183.0,739.4249784,32,1742,WEATHERING,40.0,SqFt,H
ECAMBRIDGE,E CAMBRIDGE CT,1424,v4616,CAMBRIDGE CT & PARK RIDGE RD,CAMBRIDGE CT DEAD END,22183.0,739.4249784,32,1742,ALLIGATOR CRACKING,35.0,SqFt,H
ECAMBRIDGE,E CAMBRIDGE CT,1424,v4616,CAMBRIDGE CT & PARK RIDGE RD,CAMBRIDGE CT DEAD END,22183.0,739.4249784,32,1742,LONGITUDINAL/TRANSVERSE CRACKING,120.0,Ft,L
ECAMBRIDGE,E CAMBRIDGE CT,1424,v4616,CAMBRIDGE CT & PARK RIDGE RD,CAMBRIDGE CT DEAD END,22183.0,739.4249784,32,1743,WEATHERING,2548.0,SqFt,L
ECAMBRIDGE,E CAMBRIDGE CT,1424,v4616,CAMBRIDGE CT & PARK RIDGE RD,CAMBRIDGE CT DEAD END,22183.0,739.4249784,32,1743,ALLIGATOR CRACKING,625.0,SqFt,H
ECAMBRIDGE,E CAMBRIDGE DR,1437,v466,CAMBRIDGE DR & PENN CT,CAMBRIDGE DR & PARK RIDGE RD,21809.0,838.8256774,56,1756,WEATHERING,1200.0,SqFt,L
ECAMBRIDGE,E CAMBRIDGE DR,1437,v466,CAMBRIDGE DR & PENN CT,CAMBRIDGE DR & PARK RIDGE RD,21809.0,838.8256774,56,1756,WEATHERING,1348.0,SqFt,M
ECAMBRIDGE,E CAMBRIDGE DR,1437,v466,CAMBRIDGE DR & PENN CT,CAMBRIDGE DR & PARK RIDGE RD,21809.0,838.8256774,56,1756,LONGITUDINAL/TRANSVERSE CRACKING,120.0,Ft,L
ECAMBRIDGE,E CAMBRIDGE DR,1437,v466,CAMBRIDGE DR & PENN CT,CAMBRIDGE DR & PARK RIDGE RD,21809.0,838.8256774,56,1756,LONGITUDINAL/TRANSVERSE CRACKING,150.0,Ft,M
ECAMBRIDGE,E CAMBRIDGE DR,1437,v466,CAMBRIDGE DR & PENN CT,CAMBRIDGE DR & PARK RIDGE RD,21809.0,838.8256774,56,1756,ALLIGATOR CRACKING,50.0,SqFt,H
ECAMBRIDGE,E CAMBRIDGE DR,1437,v466,CAMBRIDGE DR & PENN CT,CAMBRIDGE DR & PARK RIDGE RD,21809.0,838.8256774,56,1756,ALLIGATOR CRACKING,200.0,SqFt,L
ECAMBRIDGE,E CAMBRIDGE DR,1437,v466,CAMBRIDGE DR & PENN CT,CAMBRIDGE DR & PARK RIDGE RD,21809.0,838.8256774,56,1757,ALLIGATOR CRACKING,150.0,SqFt,L
ECAMBRIDGE,E CAMBRIDGE DR,1437,v466,CAMBRIDGE DR & PENN CT,CAMBRIDGE DR & PARK RIDGE RD,21809.0,838.8256774,56,1757,WEATHERING,1348.0,SqFt,M
